species,metric,lower_bounds,upper_bounds
Chlamydia_trachomatis,Completeness,76.0,
Chlamydia_trachomatis,Contamination,,8
Chlamydia_trachomatis,Total_Coding_Sequences,900,1400
Chlamydia_trachomatis,Genome_Size,900000,1300000
Aeromonas_veronii,N50,32000.0,
Aeromonas_veronii,no_of_contigs,,540
Aeromonas_veronii,GC_Content,58,61
Aeromonas_veronii,Completeness,90.0,
Aeromonas_veronii,Contamination,,11
Aeromonas_veronii,Total_Coding_Sequences,3900,5000
Aeromonas_veronii,Genome_Size,4300000,5200000
Sinorhizobium_meliloti,N50,34000.0,
Sinorhizobium_meliloti,no_of_contigs,,510
Sinorhizobium_meliloti,GC_Content,61,63
Sinorhizobium_meliloti,Completeness,96.0,
Sinorhizobium_meliloti,Contamination,,3
Sinorhizobium_meliloti,Total_Coding_Sequences,5800,7600
Sinorhizobium_meliloti,Genome_Size,6100000,7700000
Mycobacterium_avium,N50,14000.0,
Mycobacterium_avium,no_of_contigs,,620
Mycobacterium_avium,GC_Content,68,70
Mycobacterium_avium,Completeness,93.0,
Mycobacterium_avium,Contamination,,7
Mycobacterium_avium,Total_Coding_Sequences,4500,5700
Mycobacterium_avium,Genome_Size,4700000,5900000
Paenibacillus_larvae,N50,21000.0,
Paenibacillus_larvae,no_of_contigs,,800
Paenibacillus_larvae,GC_Content,43,46
Paenibacillus_larvae,Completeness,85.0,
Paenibacillus_larvae,Contamination,,4
Paenibacillus_larvae,Total_Coding_Sequences,3800,5300
Paenibacillus_larvae,Genome_Size,3600000,4800000
Bacillus_bombysepticus,N50,16000.0,
Bacillus_bombysepticus,no_of_contigs,,2350
Bacillus_bombysepticus,GC_Content,34,36
Bacillus_bombysepticus,Completeness,99.0,
Bacillus_bombysepticus,Contamination,,1
Bacillus_bombysepticus,Total_Coding_Sequences,5200,7700
Bacillus_bombysepticus,Genome_Size,5200000,6900000
Mycobacterium_kansasii,N50,29000.0,
Mycobacterium_kansasii,no_of_contigs,,490
Mycobacterium_kansasii,GC_Content,65,67
Mycobacterium_kansasii,Completeness,99.0,
Mycobacterium_kansasii,Contamination,,2
Mycobacterium_kansasii,Total_Coding_Sequences,5600,6300
Mycobacterium_kansasii,Genome_Size,6300000,6900000
Neisseria_polysaccharea,N50,76000.0,
Neisseria_polysaccharea,no_of_contigs,,80
Neisseria_polysaccharea,GC_Content,51,53
Neisseria_polysaccharea,Completeness,98.0,
Neisseria_polysaccharea,Contamination,,1
Neisseria_polysaccharea,Total_Coding_Sequences,1800,2200
Neisseria_polysaccharea,Genome_Size,1900000,2200000
Pseudomonas_juntendi,N50,45000.0,
Pseudomonas_juntendi,no_of_contigs,,360
Pseudomonas_juntendi,GC_Content,61,63
Pseudomonas_juntendi,Completeness,99.0,
Pseudomonas_juntendi,Contamination,,2
Pseudomonas_juntendi,Total_Coding_Sequences,4900,5900
Pseudomonas_juntendi,Genome_Size,5300000,6200000
Klebsiella_ornithinolytica,N50,83000.0,
Klebsiella_ornithinolytica,no_of_contigs,,350
Klebsiella_ornithinolytica,GC_Content,54,58
Klebsiella_ornithinolytica,Completeness,96.0,
Klebsiella_ornithinolytica,Contamination,,4
Klebsiella_ornithinolytica,Total_Coding_Sequences,4800,6300
Klebsiella_ornithinolytica,Genome_Size,5300000,6600000
Caulobacter_vibrioides,N50,4000.0,
Caulobacter_vibrioides,no_of_contigs,,1310
Caulobacter_vibrioides,GC_Content,66,68
Caulobacter_vibrioides,Completeness,88.0,
Caulobacter_vibrioides,Contamination,,6
Caulobacter_vibrioides,Total_Coding_Sequences,3600,4700
Caulobacter_vibrioides,Genome_Size,3800000,4200000
Pseudomonas_paracarnis,N50,54000.0,
Pseudomonas_paracarnis,no_of_contigs,,260
Pseudomonas_paracarnis,GC_Content,59,61
Pseudomonas_paracarnis,Completeness,99.0,
Pseudomonas_paracarnis,Contamination,,1
Pseudomonas_paracarnis,Total_Coding_Sequences,5200,6100
Pseudomonas_paracarnis,Genome_Size,5800000,6600000
Citrobacter_farmeri,N50,54000.0,
Citrobacter_farmeri,no_of_contigs,,290
Citrobacter_farmeri,GC_Content,52,54
Citrobacter_farmeri,Completeness,98.0,
Citrobacter_farmeri,Contamination,,6
Citrobacter_farmeri,Total_Coding_Sequences,4500,5900
Citrobacter_farmeri,Genome_Size,4900000,6000000
Bacteroides_xylanisolvens,N50,16000.0,
Bacteroides_xylanisolvens,no_of_contigs,,980
Bacteroides_xylanisolvens,GC_Content,41,43
Bacteroides_xylanisolvens,Completeness,94.0,
Bacteroides_xylanisolvens,Contamination,,9
Bacteroides_xylanisolvens,Total_Coding_Sequences,4400,6000
Bacteroides_xylanisolvens,Genome_Size,5600000,7000000
Mycoplasmoides_pneumoniae,N50,30000.0,
Mycoplasmoides_pneumoniae,no_of_contigs,,100
Mycoplasmoides_pneumoniae,GC_Content,39,41
Mycoplasmoides_pneumoniae,Completeness,96.0,
Mycoplasmoides_pneumoniae,Contamination,,7
Mycoplasmoides_pneumoniae,Total_Coding_Sequences,700,900
Mycoplasmoides_pneumoniae,Genome_Size,700000,900000
Pseudomonas_fulva,N50,122000.0,
Pseudomonas_fulva,no_of_contigs,,210
Pseudomonas_fulva,GC_Content,60,65
Pseudomonas_fulva,Completeness,95.0,
Pseudomonas_fulva,Contamination,,10
Pseudomonas_fulva,Total_Coding_Sequences,4200,5500
Pseudomonas_fulva,Genome_Size,4700000,5800000
Burkholderia_cenocepacia,N50,23000.0,
Burkholderia_cenocepacia,no_of_contigs,,730
Burkholderia_cenocepacia,GC_Content,66,68
Burkholderia_cenocepacia,Completeness,92.0,
Burkholderia_cenocepacia,Contamination,,5
Burkholderia_cenocepacia,Total_Coding_Sequences,6200,8200
Burkholderia_cenocepacia,Genome_Size,6700000,8800000
Enterobacter_kobei,N50,60000.0,
Enterobacter_kobei,no_of_contigs,,330
Enterobacter_kobei,GC_Content,54,56
Enterobacter_kobei,Completeness,94.0,
Enterobacter_kobei,Contamination,,3
Enterobacter_kobei,Total_Coding_Sequences,4200,5700
Enterobacter_kobei,Genome_Size,4600000,5800000
Moraxella_catarrhalis,N50,134000.0,
Moraxella_catarrhalis,no_of_contigs,,70
Moraxella_catarrhalis,GC_Content,41,42
Moraxella_catarrhalis,Completeness,98.0,
Moraxella_catarrhalis,Contamination,,1
Moraxella_catarrhalis,Total_Coding_Sequences,1600,2000
Moraxella_catarrhalis,Genome_Size,1800000,2100000
Leptospira_borgpetersenii,N50,32000.0,
Leptospira_borgpetersenii,no_of_contigs,,400
Leptospira_borgpetersenii,GC_Content,40,41
Leptospira_borgpetersenii,Completeness,69.0,
Leptospira_borgpetersenii,Contamination,,9
Leptospira_borgpetersenii,Total_Coding_Sequences,3300,3700
Leptospira_borgpetersenii,Genome_Size,3700000,4100000
Xylella_fastidiosa,N50,42000.0,
Xylella_fastidiosa,no_of_contigs,,330
Xylella_fastidiosa,GC_Content,51,53
Xylella_fastidiosa,Completeness,93.0,
Xylella_fastidiosa,Contamination,,3
Xylella_fastidiosa,Total_Coding_Sequences,2100,2900
Xylella_fastidiosa,Genome_Size,2400000,2900000
Escherichia_ruysiae,N50,60000.0,
Escherichia_ruysiae,no_of_contigs,,240
Escherichia_ruysiae,GC_Content,50,51
Escherichia_ruysiae,Completeness,99.0,
Escherichia_ruysiae,Contamination,,2
Escherichia_ruysiae,Total_Coding_Sequences,4000,5000
Escherichia_ruysiae,Genome_Size,4300000,5100000
Burkholderia_gladioli,N50,60000.0,
Burkholderia_gladioli,no_of_contigs,,350
Burkholderia_gladioli,GC_Content,67,69
Burkholderia_gladioli,Completeness,91.0,
Burkholderia_gladioli,Contamination,,5
Burkholderia_gladioli,Total_Coding_Sequences,6600,8100
Burkholderia_gladioli,Genome_Size,7600000,9100000
Xanthomonas_hortorum,N50,16000.0,
Xanthomonas_hortorum,no_of_contigs,,800
Xanthomonas_hortorum,GC_Content,63,64
Xanthomonas_hortorum,Completeness,97.0,
Xanthomonas_hortorum,Contamination,,3
Xanthomonas_hortorum,Total_Coding_Sequences,4300,5200
Xanthomonas_hortorum,Genome_Size,5000000,6000000
Staphylococcus_lugdunensis,N50,83000.0,
Staphylococcus_lugdunensis,no_of_contigs,,80
Staphylococcus_lugdunensis,GC_Content,33,34
Staphylococcus_lugdunensis,Completeness,95.0,
Staphylococcus_lugdunensis,Contamination,,3
Staphylococcus_lugdunensis,Total_Coding_Sequences,2300,2800
Staphylococcus_lugdunensis,Genome_Size,2400000,2900000
Burkholderia_orbicola,N50,8000.0,
Burkholderia_orbicola,no_of_contigs,,1840
Burkholderia_orbicola,GC_Content,66,68
Burkholderia_orbicola,Completeness,99.0,
Burkholderia_orbicola,Contamination,,3
Burkholderia_orbicola,Total_Coding_Sequences,5700,8100
Burkholderia_orbicola,Genome_Size,6400000,8100000
Staphylococcus_coagulans,N50,71000.0,
Staphylococcus_coagulans,no_of_contigs,,120
Staphylococcus_coagulans,GC_Content,36,36
Staphylococcus_coagulans,Completeness,99.0,
Staphylococcus_coagulans,Contamination,,1
Staphylococcus_coagulans,Total_Coding_Sequences,2000,2500
Staphylococcus_coagulans,Genome_Size,2200000,2600000
Acinetobacter_baylyi,N50,28000.0,
Acinetobacter_baylyi,no_of_contigs,,280
Acinetobacter_baylyi,GC_Content,40,41
Acinetobacter_baylyi,Completeness,98.0,
Acinetobacter_baylyi,Contamination,,1
Acinetobacter_baylyi,Total_Coding_Sequences,3000,3700
Acinetobacter_baylyi,Genome_Size,3200000,3900000
Streptococcus_suis,N50,20000.0,
Streptococcus_suis,no_of_contigs,,290
Streptococcus_suis,GC_Content,39,44
Streptococcus_suis,Completeness,93.0,
Streptococcus_suis,Contamination,,5
Streptococcus_suis,Total_Coding_Sequences,1800,2700
Streptococcus_suis,Genome_Size,1800000,2700000
Xanthomonas_cissicola,N50,57000.0,
Xanthomonas_cissicola,no_of_contigs,,300
Xanthomonas_cissicola,GC_Content,65,65
Xanthomonas_cissicola,Completeness,100.0,
Xanthomonas_cissicola,Contamination,,1
Xanthomonas_cissicola,Total_Coding_Sequences,4200,4800
Xanthomonas_cissicola,Genome_Size,5000000,5500000
Enterococcus_gallinarum,N50,76000.0,
Enterococcus_gallinarum,no_of_contigs,,180
Enterococcus_gallinarum,GC_Content,39,41
Enterococcus_gallinarum,Completeness,90.0,
Enterococcus_gallinarum,Contamination,,12
Enterococcus_gallinarum,Total_Coding_Sequences,2900,3800
Enterococcus_gallinarum,Genome_Size,3100000,3800000
Pasteurella_multocida,N50,26000.0,
Pasteurella_multocida,no_of_contigs,,180
Pasteurella_multocida,GC_Content,40,41
Pasteurella_multocida,Completeness,90.0,
Pasteurella_multocida,Contamination,,3
Pasteurella_multocida,Total_Coding_Sequences,2000,2900
Pasteurella_multocida,Genome_Size,2100000,2800000
Pediococcus_acidilactici,N50,125000.0,
Pediococcus_acidilactici,no_of_contigs,,60
Pediococcus_acidilactici,GC_Content,41,43
Pediococcus_acidilactici,Completeness,90.0,
Pediococcus_acidilactici,Contamination,,7
Pediococcus_acidilactici,Total_Coding_Sequences,1700,2300
Pediococcus_acidilactici,Genome_Size,1700000,2300000
Lactiplantibacillus_plantarum,N50,53000.0,
Lactiplantibacillus_plantarum,no_of_contigs,,270
Lactiplantibacillus_plantarum,GC_Content,44,46
Lactiplantibacillus_plantarum,Completeness,97.0,
Lactiplantibacillus_plantarum,Contamination,,4
Lactiplantibacillus_plantarum,Total_Coding_Sequences,2700,3700
Lactiplantibacillus_plantarum,Genome_Size,2800000,3700000
Bacillus_cereus,N50,10000.0,
Bacillus_cereus,no_of_contigs,,1140
Bacillus_cereus,GC_Content,34,36
Bacillus_cereus,Completeness,95.0,
Bacillus_cereus,Contamination,,6
Bacillus_cereus,Total_Coding_Sequences,5000,7100
Bacillus_cereus,Genome_Size,4900000,6800000
Mesomycoplasma_hyopneumoniae,N50,40000.0,
Mesomycoplasma_hyopneumoniae,no_of_contigs,,100
Mesomycoplasma_hyopneumoniae,GC_Content,28,29
Mesomycoplasma_hyopneumoniae,Completeness,94.0,
Mesomycoplasma_hyopneumoniae,Contamination,,3
Mesomycoplasma_hyopneumoniae,Total_Coding_Sequences,600,800
Mesomycoplasma_hyopneumoniae,Genome_Size,800000,1000000
Lactobacillus_paragasseri,N50,41000.0,
Lactobacillus_paragasseri,no_of_contigs,,160
Lactobacillus_paragasseri,GC_Content,34,36
Lactobacillus_paragasseri,Completeness,97.0,
Lactobacillus_paragasseri,Contamination,,1
Lactobacillus_paragasseri,Total_Coding_Sequences,1700,2200
Lactobacillus_paragasseri,Genome_Size,1800000,2200000
Bacillus_anthracis,N50,14000.0,
Bacillus_anthracis,no_of_contigs,,750
Bacillus_anthracis,GC_Content,35,36
Bacillus_anthracis,Completeness,94.0,
Bacillus_anthracis,Contamination,,4
Bacillus_anthracis,Total_Coding_Sequences,5200,6100
Bacillus_anthracis,Genome_Size,5100000,5900000
Bacteroides_cellulosilyticus,N50,50000.0,
Bacteroides_cellulosilyticus,no_of_contigs,,500
Bacteroides_cellulosilyticus,GC_Content,42,44
Bacteroides_cellulosilyticus,Completeness,99.0,
Bacteroides_cellulosilyticus,Contamination,,4
Bacteroides_cellulosilyticus,Total_Coding_Sequences,4900,6100
Bacteroides_cellulosilyticus,Genome_Size,6500000,7700000
Bacillus_paralicheniformis,N50,130000.0,
Bacillus_paralicheniformis,no_of_contigs,,150
Bacillus_paralicheniformis,GC_Content,45,47
Bacillus_paralicheniformis,Completeness,95.0,
Bacillus_paralicheniformis,Contamination,,1
Bacillus_paralicheniformis,Total_Coding_Sequences,4100,4800
Bacillus_paralicheniformis,Genome_Size,4200000,4700000
Bacteroides_fragilis,N50,22000.0,
Bacteroides_fragilis,no_of_contigs,,500
Bacteroides_fragilis,GC_Content,43,44
Bacteroides_fragilis,Completeness,97.0,
Bacteroides_fragilis,Contamination,,7
Bacteroides_fragilis,Total_Coding_Sequences,3900,5100
Bacteroides_fragilis,Genome_Size,4800000,5800000
Ornithobacterium_rhinotracheale,N50,29000.0,
Ornithobacterium_rhinotracheale,no_of_contigs,,210
Ornithobacterium_rhinotracheale,GC_Content,37,39
Ornithobacterium_rhinotracheale,Completeness,87.0,
Ornithobacterium_rhinotracheale,Contamination,,6
Ornithobacterium_rhinotracheale,Total_Coding_Sequences,2100,2400
Ornithobacterium_rhinotracheale,Genome_Size,2200000,2500000
Cronobacter_sakazakii,N50,92000.0,
Cronobacter_sakazakii,no_of_contigs,,140
Cronobacter_sakazakii,GC_Content,56,58
Cronobacter_sakazakii,Completeness,96.0,
Cronobacter_sakazakii,Contamination,,4
Cronobacter_sakazakii,Total_Coding_Sequences,3900,4800
Cronobacter_sakazakii,Genome_Size,4200000,5000000
Pseudomonas_aeruginosa,N50,34000.0,
Pseudomonas_aeruginosa,no_of_contigs,,500
Pseudomonas_aeruginosa,GC_Content,65,67
Pseudomonas_aeruginosa,Completeness,95.0,
Pseudomonas_aeruginosa,Contamination,,7
Pseudomonas_aeruginosa,Total_Coding_Sequences,5600,7600
Pseudomonas_aeruginosa,Genome_Size,6000000,7800000
Corynebacterium_jeikeium,N50,77000.0,
Corynebacterium_jeikeium,no_of_contigs,,130
Corynebacterium_jeikeium,GC_Content,61,63
Corynebacterium_jeikeium,Completeness,95.0,
Corynebacterium_jeikeium,Contamination,,3
Corynebacterium_jeikeium,Total_Coding_Sequences,1900,2300
Corynebacterium_jeikeium,Genome_Size,2200000,2600000
Haemophilus_influenzae,N50,28000.0,
Haemophilus_influenzae,no_of_contigs,,140
Haemophilus_influenzae,GC_Content,37,39
Haemophilus_influenzae,Completeness,93.0,
Haemophilus_influenzae,Contamination,,3
Haemophilus_influenzae,Total_Coding_Sequences,1600,2200
Haemophilus_influenzae,Genome_Size,1700000,2200000
Enterococcus_hirae,N50,38000.0,
Enterococcus_hirae,no_of_contigs,,210
Enterococcus_hirae,GC_Content,36,38
Enterococcus_hirae,Completeness,92.0,
Enterococcus_hirae,Contamination,,2
Enterococcus_hirae,Total_Coding_Sequences,2400,3200
Enterococcus_hirae,Genome_Size,2600000,3300000
Streptomyces_anthocyanicus,N50,32000.0,
Streptomyces_anthocyanicus,no_of_contigs,,570
Streptomyces_anthocyanicus,GC_Content,71,73
Streptomyces_anthocyanicus,Completeness,100.0,
Streptomyces_anthocyanicus,Contamination,,1
Streptomyces_anthocyanicus,Total_Coding_Sequences,7300,8400
Streptomyces_anthocyanicus,Genome_Size,8100000,9100000
Escherichia_marmotae,N50,54000.0,
Escherichia_marmotae,no_of_contigs,,460
Escherichia_marmotae,GC_Content,50,51
Escherichia_marmotae,Completeness,98.0,
Escherichia_marmotae,Contamination,,2
Escherichia_marmotae,Total_Coding_Sequences,4000,5200
Escherichia_marmotae,Genome_Size,4400000,5300000
Serratia_ureilytica,N50,59000.0,
Serratia_ureilytica,no_of_contigs,,190
Serratia_ureilytica,GC_Content,59,60
Serratia_ureilytica,Completeness,96.0,
Serratia_ureilytica,Contamination,,2
Serratia_ureilytica,Total_Coding_Sequences,4500,5300
Serratia_ureilytica,Genome_Size,4600000,5500000
Klebsiella_variicola,N50,67000.0,
Klebsiella_variicola,no_of_contigs,,350
Klebsiella_variicola,GC_Content,56,58
Klebsiella_variicola,Completeness,98.0,
Klebsiella_variicola,Contamination,,3
Klebsiella_variicola,Total_Coding_Sequences,4900,6500
Klebsiella_variicola,Genome_Size,5200000,6500000
Lactococcus_lactis,N50,15000.0,
Lactococcus_lactis,no_of_contigs,,280
Lactococcus_lactis,GC_Content,34,36
Lactococcus_lactis,Completeness,94.0,
Lactococcus_lactis,Contamination,,5
Lactococcus_lactis,Total_Coding_Sequences,2100,3100
Lactococcus_lactis,Genome_Size,2200000,3000000
Campylobacter_coli,N50,25000.0,
Campylobacter_coli,no_of_contigs,,180
Campylobacter_coli,GC_Content,30,32
Campylobacter_coli,Completeness,94.0,
Campylobacter_coli,Contamination,,13
Campylobacter_coli,Total_Coding_Sequences,1600,2300
Campylobacter_coli,Genome_Size,1600000,2200000
Enterococcus_faecalis,N50,46000.0,
Enterococcus_faecalis,no_of_contigs,,230
Enterococcus_faecalis,GC_Content,36,38
Enterococcus_faecalis,Completeness,96.0,
Enterococcus_faecalis,Contamination,,3
Enterococcus_faecalis,Total_Coding_Sequences,2400,3600
Enterococcus_faecalis,Genome_Size,2600000,3600000
Lactobacillus_johnsonii,N50,31000.0,
Lactobacillus_johnsonii,no_of_contigs,,160
Lactobacillus_johnsonii,GC_Content,34,36
Lactobacillus_johnsonii,Completeness,90.0,
Lactobacillus_johnsonii,Contamination,,6
Lactobacillus_johnsonii,Total_Coding_Sequences,1700,2300
Lactobacillus_johnsonii,Genome_Size,1700000,2300000
Limosilactobacillus_reuteri,N50,15000.0,
Limosilactobacillus_reuteri,no_of_contigs,,380
Limosilactobacillus_reuteri,GC_Content,38,40
Limosilactobacillus_reuteri,Completeness,91.0,
Limosilactobacillus_reuteri,Contamination,,5
Limosilactobacillus_reuteri,Total_Coding_Sequences,1700,2800
Limosilactobacillus_reuteri,Genome_Size,1800000,2700000
Pseudomonas_syringae,N50,5000.0,
Pseudomonas_syringae,no_of_contigs,,2180
Pseudomonas_syringae,GC_Content,58,62
Pseudomonas_syringae,Completeness,94.0,
Pseudomonas_syringae,Contamination,,6
Pseudomonas_syringae,Total_Coding_Sequences,4900,7000
Pseudomonas_syringae,Genome_Size,5600000,6800000
Enterobacter_asburiae,N50,29000.0,
Enterobacter_asburiae,no_of_contigs,,470
Enterobacter_asburiae,GC_Content,54,57
Enterobacter_asburiae,Completeness,96.0,
Enterobacter_asburiae,Contamination,,5
Enterobacter_asburiae,Total_Coding_Sequences,4100,5700
Enterobacter_asburiae,Genome_Size,4400000,5700000
Bacillus_mobilis,N50,17000.0,
Bacillus_mobilis,no_of_contigs,,790
Bacillus_mobilis,GC_Content,35,36
Bacillus_mobilis,Completeness,100.0,
Bacillus_mobilis,Contamination,,2
Bacillus_mobilis,Total_Coding_Sequences,5300,6300
Bacillus_mobilis,Genome_Size,5200000,6100000
Acinetobacter_pittii,N50,26000.0,
Acinetobacter_pittii,no_of_contigs,,360
Acinetobacter_pittii,GC_Content,38,40
Acinetobacter_pittii,Completeness,97.0,
Acinetobacter_pittii,Contamination,,2
Acinetobacter_pittii,Total_Coding_Sequences,3400,4400
Acinetobacter_pittii,Genome_Size,3600000,4500000
Agrobacterium_tumefaciens,N50,161000.0,
Agrobacterium_tumefaciens,no_of_contigs,,130
Agrobacterium_tumefaciens,GC_Content,57,61
Agrobacterium_tumefaciens,Completeness,88.0,
Agrobacterium_tumefaciens,Contamination,,16
Agrobacterium_tumefaciens,Total_Coding_Sequences,4300,6200
Agrobacterium_tumefaciens,Genome_Size,4600000,6500000
Staphylococcus_saprophyticus,N50,67000.0,
Staphylococcus_saprophyticus,no_of_contigs,,120
Staphylococcus_saprophyticus,GC_Content,32,34
Staphylococcus_saprophyticus,Completeness,96.0,
Staphylococcus_saprophyticus,Contamination,,1
Staphylococcus_saprophyticus,Total_Coding_Sequences,2400,2800
Staphylococcus_saprophyticus,Genome_Size,2400000,2800000
Stenotrophomonas_sepilia,N50,45000.0,
Stenotrophomonas_sepilia,no_of_contigs,,200
Stenotrophomonas_sepilia,GC_Content,66,67
Stenotrophomonas_sepilia,Completeness,100.0,
Stenotrophomonas_sepilia,Contamination,,2
Stenotrophomonas_sepilia,Total_Coding_Sequences,3800,4400
Stenotrophomonas_sepilia,Genome_Size,4200000,4800000
Bartonella_krasnovii,N50,60000.0,
Bartonella_krasnovii,no_of_contigs,,290
Bartonella_krasnovii,GC_Content,37,39
Bartonella_krasnovii,Completeness,94.0,
Bartonella_krasnovii,Contamination,,2
Bartonella_krasnovii,Total_Coding_Sequences,1600,2100
Bartonella_krasnovii,Genome_Size,2000000,2300000
Curtobacterium_flaccumfaciens,N50,38000.0,
Curtobacterium_flaccumfaciens,no_of_contigs,,210
Curtobacterium_flaccumfaciens,GC_Content,70,72
Curtobacterium_flaccumfaciens,Completeness,89.0,
Curtobacterium_flaccumfaciens,Contamination,,10
Curtobacterium_flaccumfaciens,Total_Coding_Sequences,3400,3900
Curtobacterium_flaccumfaciens,Genome_Size,3600000,4000000
Rhizobium_leguminosarum,N50,170000.0,
Rhizobium_leguminosarum,no_of_contigs,,250
Rhizobium_leguminosarum,GC_Content,60,62
Rhizobium_leguminosarum,Completeness,95.0,
Rhizobium_leguminosarum,Contamination,,7
Rhizobium_leguminosarum,Total_Coding_Sequences,6500,8900
Rhizobium_leguminosarum,Genome_Size,6700000,8800000
Salmonella_arizonae,N50,69000.0,
Salmonella_arizonae,no_of_contigs,,210
Salmonella_arizonae,GC_Content,51,52
Salmonella_arizonae,Completeness,97.0,
Salmonella_arizonae,Contamination,,7
Salmonella_arizonae,Total_Coding_Sequences,4100,5500
Salmonella_arizonae,Genome_Size,4400000,5600000
Streptococcus_mitis,N50,41000.0,
Streptococcus_mitis,no_of_contigs,,170
Streptococcus_mitis,GC_Content,39,42
Streptococcus_mitis,Completeness,92.0,
Streptococcus_mitis,Contamination,,2
Streptococcus_mitis,Total_Coding_Sequences,1700,2300
Streptococcus_mitis,Genome_Size,1800000,2300000
Enterococcus_lactis,N50,36000.0,
Enterococcus_lactis,no_of_contigs,,230
Enterococcus_lactis,GC_Content,37,39
Enterococcus_lactis,Completeness,96.0,
Enterococcus_lactis,Contamination,,2
Enterococcus_lactis,Total_Coding_Sequences,2400,3100
Enterococcus_lactis,Genome_Size,2500000,3100000
Priestia_megaterium,N50,182000.0,
Priestia_megaterium,no_of_contigs,,200
